"","rodada","casa","placar","fora","ano"
"622","25","PON","1 x 2","NAU","2013"
"623","25","GRE","1 x 0","ATL","2013"
"624","25","CRU","4 x 0","POR","2013"
"625","25","FLU","1 x 1","BOT","2013"
"626","25","VIT","2 x 1","GOI","2013"
"627","25","SAN","3 x 0","SAO","2013"
"628","25","COR","2 x 0","BAH","2013"
"629","25","COR","0 x 2","FLA","2013"
"630","25","VAS","3 x 1","INT","2013"
"631","26","BOT","0 x 1","GRE","2013"
"632","26","SAO","3 x 2","VIT","2013"
"633","26","FLA","1 x 1","VAS","2013"
"634","26","INT","1 x 0","FLU","2013"
"635","26","NAU","1 x 4","CRU","2013"
"636","26","ATL","0 x 0","COR","2013"
"637","26","ATL","2 x 1","COR","2013"
"638","26","BAH","1 x 1","PON","2013"
"639","26","GOI","1 x 1","CRI","2013"
"640","26","POR","3 x 0","SAN","2013"
"641","27","GRE","1 x 2","CRI","2013"
"642","27","COR","1 x 0","SAN","2013"
"643","27","PON","2 x 0","ATL","2013"
"644","27","BAH","2 x 0","VIT","2013"
"645","27","NAU","1 x 3","BOT","2013"
"646","27","CRU","0 x 2","SAO","2013"
"647","27","COR","0 x 0","ATL","2013"
"648","27","VAS","1 x 0","FLU","2013"
"649","27","POR","1 x 2","GOI","2013"
"650","27","FLA","2 x 1","INT","2013"
"651","28","FLU","1 x 1","GRE","2013"
"652","28","VIT","2 x 1","COR","2013"
"653","28","SAN","2 x 1","PON","2013"
"654","28","ATL","1 x 0","CRU","2013"
"655","28","CRI","3 x 2","VAS","2013"
"656","28","INT","4 x 1","NAU","2013"
"657","28","SAO","0 x 0","COR","2013"
"658","28","BOT","2 x 1","FLA","2013"
"659","28","GOI","3 x 1","BAH","2013"
"660","28","ATL","1 x 0","POR","2013"
"661","29","CRU","1 x 0","FLU","2013"
"662","29","SAN","0 x 0","INT","2013"
"663","29","CRI","1 x 3","POR","2013"
"664","29","SAO","3 x 0","NAU","2013"
"665","29","PON","1 x 0","COR","2013"
"666","29","FLA","2 x 1","BAH","2013"
"667","29","GRE","1 x 0","COR","2013"
"668","29","ATL","1 x 0","ATL","2013"
"669","29","VAS","0 x 2","GOI","2013"
"670","29","VIT","1 x 0","BOT","2013"
"671","30","FLU","1 x 1","PON","2013"
"672","30","NAU","1 x 5","SAN","2013"
"673","30","COR","1 x 0","CRI","2013"
"674","30","GOI","3 x 0","ATL","2013"
"675","30","ATL","1 x 0","FLA","2013"
"676","30","INT","2 x 2","GRE","2013"
"677","30","BAH","0 x 1","SAO","2013"
"678","30","BOT","2 x 2","VAS","2013"
"679","30","COR","2 x 1","CRU","2013"
"680","30","POR","1 x 1","VIT","2013"
"681","31","BOT","1 x 0","ATL","2013"
"682","31","CRU","5 x 3","CRI","2013"
"683","31","COR","1 x 1","SAN","2013"
"684","31","BAH","1 x 1","ATL","2013"
"685","31","INT","2 x 3","SAO","2013"
"686","31","PON","2 x 1","VAS","2013"
"687","31","POR","0 x 0","FLA","2013"
"688","31","COR","4 x 0","GRE","2013"
"689","31","NAU","0 x 2","GOI","2013"
"690","31","FLU","2 x 3","VIT","2013"
"691","32","VAS","2 x 1","COR","2013"
"692","32","SAO","2 x 1","POR","2013"
"693","32","ATL","5 x 0","NAU","2013"
"694","32","VIT","1 x 1","COR","2013"
"695","32","GRE","0 x 0","BAH","2013"
"696","32","GOI","1 x 0","BOT","2013"
"697","32","SAN","0 x 1","CRU","2013"
"698","32","FLA","1 x 0","FLU","2013"
"699","32","CRI","1 x 1","PON","2013"
"700","32","ATL","1 x 0","INT","2013"
"701","33","BAH","0 x 0","ATL","2013"
"702","33","POR","0 x 0","COR","2013"
"703","33","FLA","1 x 1","GOI","2013"
"704","33","INT","2 x 1","BOT","2013"
"705","33","PON","0 x 3","VIT","2013"
"706","33","CRU","3 x 0","GRE","2013"
"707","33","ATL","3 x 0","SAO","2013"
"708","33","VAS","2 x 2","SAN","2013"
"709","33","COR","1 x 0","FLU","2013"
"710","33","NAU","0 x 1","CRI","2013"
"711","34","GRE","1 x 0","VAS","2013"
"712","34","GOI","2 x 0","PON","2013"
"713","34","CRI","2 x 1","ATL","2013"
"714","34","BOT","0 x 0","POR","2013"
"715","34","COR","0 x 1","COR","2013"
"716","34","SAO","2 x 0","FLA","2013"
"717","34","VIT","1 x 3","CRU","2013"
"718","34","SAN","3 x 0","BAH","2013"
"719","34","FLU","2 x 0","NAU","2013"
"720","34","ATL","2 x 1","INT","2013"
"721","35","BOT","4 x 0","ATL","2013"
"722","35","COR","1 x 2","CRI","2013"
"723","35","VIT","2 x 0","SAN","2013"
"724","35","CRU","2 x 2","PON","2013"
"725","35","FLU","2 x 1","SAO","2013"
"726","35","COR","0 x 0","VAS","2013"
"727","35","GRE","2 x 1","FLA","2013"
"728","35","GOI","3 x 1","INT","2013"
"729","35","NAU","0 x 1","BAH","2013"
"730","35","POR","2 x 0","ATL","2013"
"731","36","VAS","2 x 1","CRU","2013"
"732","36","CRI","1 x 1","VIT","2013"
"733","36","ATL","4 x 1","GOI","2013"
"734","36","ATL","6 x 1","NAU","2013"
"735","36","SAN","1 x 0","FLU","2013"
"736","36","PON","1 x 1","GRE","2013"
"737","36","FLA","1 x 0","COR","2013"
"738","36","SAO","1 x 1","BOT","2013"
"739","36","BAH","1 x 0","POR","2013"
"740","36","INT","0 x 0","COR","2013"
"741","37","FLU","2 x 2","ATL","2013"
"742","37","COR","0 x 0","INT","2013"
"743","37","CRI","1 x 0","SAO","2013"
"744","37","CRU","1 x 2","BAH","2013"
"745","37","COR","2 x 1","BOT","2013"
"746","37","PON","0 x 2","POR","2013"
"747","37","VIT","4 x 2","FLA","2013"
"748","37","VAS","2 x 0","NAU","2013"
"749","37","GRE","1 x 0","GOI","2013"
"750","37","SAN","2 x 1","ATL","2013"
"751","38","FLA","1 x 1","CRU","2013"
"752","38","NAU","1 x 0","COR","2013"
"753","38","BOT","3 x 0","CRI","2013"
"754","38","SAO","0 x 1","COR","2013"
"755","38","BAH","1 x 2","FLU","2013"
"756","38","INT","0 x 0","PON","2013"
"757","38","GOI","0 x 3","SAN","2013"
"758","38","ATL","2 x 2","VIT","2013"
"759","38","ATL","5 x 1","VAS","2013"
"760","38","POR","0 x 0","GRE","2013"
"761","1","FLU","3 x 0","FIG","2014"
"762","1","INT","1 x 0","VIT","2014"
"763","1","CHA","0 x 0","COR","2014"
"764","1","SAO","3 x 0","BOT","2014"
"765","1","ATL","1 x 0","GRE","2014"
"766","1","ATL","0 x 0","COR","2014"
"767","1","BAH","1 x 2","CRU","2014"
"768","1","FLA","0 x 0","GOI","2014"
"769","1","CRI","1 x 2","PAL","2014"
"770","1","SAN","1 x 1","SPO","2014"
"771","2","COR","0 x 0","SAN","2014"
"772","2","PAL","0 x 1","FLU","2014"
"773","2","BOT","2 x 2","INT","2014"
"774","2","COR","2 x 0","FLA","2014"
"775","2","CRU","1 x 1","SAO","2014"
"776","2","VIT","2 x 2","ATL","2014"
"777","2","GOI","1 x 0","CRI","2014"
"778","2","SPO","2 x 1","CHA","2014"
"779","2","FIG","0 x 2","BAH","2014"
"780","2","GRE","2 x 1","ATL","2014"
"781","3","SAN","0 x 0","GRE","2014"
"782","3","ATL","2 x 3","CRU","2014"
"783","3","SAO","2 x 2","COR","2014"
"784","3","FLU","1 x 2","VIT","2014"
"785","3","FLA","4 x 2","PAL","2014"
"786","3","BAH","1 x 0","BOT","2014"
"787","3","INT","2 x 1","SPO","2014"
"788","3","CRI","1 x 0","FIG","2014"
"789","3","ATL","0 x 1","GOI","2014"
"790","3","CHA","0 x 1","COR","2014"
"791","4","INT","2 x 1","ATL","2014"
"792","4","PAL","2 x 0","GOI","2014"
"793","4","BOT","6 x 0","CRI","2014"
"794","4","FLU","2 x 0","FLA","2014"
"795","4","ATL","2 x 1","CRU","2014"
"796","4","CHA","1 x 2","GRE","2014"
"797","4","SAO","1 x 1","COR","2014"
"798","4","COR","0 x 1","SPO","2014"
"799","4","BAH","1 x 1","VIT","2014"
"800","4","FIG","0 x 2","SAN","2014"
"801","5","GOI","2 x 0","BOT","2014"
"802","5","CRU","3 x 2","COR","2014"
"803","5","ATL","1 x 1","CHA","2014"
"804","5","GRE","1 x 0","FLU","2014"
"805","5","FLA","0 x 2","SAO","2014"
"806","5","COR","0 x 1","FIG","2014"
"807","5","SAN","1 x 2","ATL","2014"
"808","5","VIT","0 x 1","PAL","2014"
"809","5","CRI","0 x 0","INT","2014"
"810","5","SPO","1 x 0","BAH","2014"
"811","6","COR","1 x 1","INT","2014"
"812","6","FLA","1 x 1","BAH","2014"
"813","6","CRI","1 x 0","CHA","2014"
"814","6","CRU","2 x 0","SPO","2014"
"815","6","COR","1 x 1","ATL","2014"
"816","6","GRE","2 x 1","BOT","2014"
"817","6","FLU","5 x 2","SAO","2014"
"818","6","PAL","1 x 0","FIG","2014"
"819","6","GOI","2 x 2","SAN","2014"
"820","6","VIT","2 x 3","ATL","2014"
"821","7","BAH","0 x 1","FLU","2014"
"822","7","SAO","1 x 0","GRE","2014"
"823","7","FIG","0 x 1","GOI","2014"
"824","7","SPO","1 x 4","COR","2014"
"825","7","SAN","0 x 0","FLA","2014"
"826","7","ATL","2 x 0","COR","2014"
"827","7","INT","1 x 3","CRU","2014"
"828","7","CHA","2 x 0","PAL","2014"
"829","7","ATL","0 x 0","CRI","2014"
"830","7","BOT","1 x 1","VIT","2014"
"831","8","SPO","0 x 0","GRE","2014"
"832","8","CRI","1 x 0","COR","2014"
"833","8","PAL","0 x 2","BOT","2014"
"834","8","INT","2 x 0","CHA","2014"
"835","8","GOI","0 x 0","VIT","2014"
"836","8","ATL","2 x 0","FLU","2014"
"837","8","ATL","2 x 2","SAO","2014"
"838","8","COR","1 x 0","CRU","2014"
"839","8","FLA","1 x 1","FIG","2014"
"840","8","BAH","0 x 2","SAN","2014"
"841","9","COR","3 x 0","GOI","2014"
"842","9","SAO","2 x 1","ATL","2014"
"843","9","VIT","0 x 1","SPO","2014"
"844","9","CHA","2 x 1","BAH","2014"
"845","9","GRE","0 x 0","PAL","2014"
"846","9","CRU","3 x 0","FLA","2014"
"847","9","SAN","2 x 0","CRI","2014"
"848","9","FLU","1 x 1","INT","2014"
"849","9","FIG","1 x 3","ATL","2014"
"850","9","BOT","1 x 0","COR","2014"
"851","10","COR","0 x 2","FIG","2014"
"852","10","SPO","1 x 0","BOT","2014"
"853","10","GRE","0 x 0","GOI","2014"
"854","10","BAH","0 x 2","SAO","2014"
"855","10","CRI","3 x 2","FLU","2014"
"856","10","FLA","1 x 2","ATL","2014"
"857","10","COR","2 x 1","INT","2014"
"858","10","SAN","2 x 0","PAL","2014"
"859","10","CRU","3 x 1","VIT","2014"
"860","10","CHA","1 x 1","ATL","2014"
"861","11","SAO","0 x 1","CHA","2014"
"862","11","FIG","0 x 1","GRE","2014"
"863","11","ATL","1 x 1","BAH","2014"
"864","11","BOT","1 x 0","COR","2014"
"865","11","INT","4 x 0","FLA","2014"
"866","11","PAL","1 x 2","CRU","2014"
"867","11","VIT","0 x 0","COR","2014"
"868","11","GOI","0 x 0","SPO","2014"
"869","11","ATL","2 x 0","CRI","2014"
"870","11","FLU","1 x 0","SAN","2014"
"871","12","SAN","3 x 0","CHA","2014"
"872","12","CRI","1 x 3","VIT","2014"
"873","12","CRU","5 x 0","FIG","2014"
"874","12","BAH","0 x 1","INT","2014"
"875","12","GOI","2 x 1","SAO","2014"
"876","12","ATL","0 x 3","FLU","2014"
"877","12","SPO","2 x 1","ATL","2014"
"878","12","COR","2 x 0","PAL","2014"
"879","12","GRE","2 x 3","COR","2014"
"880","12","FLA","1 x 0","BOT","2014"
"881","13","BOT","1 x 1","CRU","2014"
"882","13","SAO","1 x 1","CRI","2014"
"883","13","VIT","2 x 1","GRE","2014"
"884","13","FIG","3 x 0","SPO","2014"
"885","13","CHA","1 x 0","FLA","2014"
"886","13","COR","0 x 0","COR","2014"
"887","13","PAL","1 x 1","BAH","2014"
"888","13","ATL","3 x 1","ATL","2014"
"889","13","INT","1 x 0","SAN","2014"
"890","13","FLU","2 x 0","GOI","2014"
"891","14","CRI","0 x 0","CRU","2014"
"892","14","BAH","1 x 0","GOI","2014"
"893","14","FLU","1 x 1","COR","2014"
"894","14","INT","2 x 0","GRE","2014"
"895","14","ATL","2 x 0","BOT","2014"
"896","14","SAN","0 x 1","COR","2014"
"897","14","FLA","1 x 0","SPO","2014"
"898","14","ATL","2 x 1","PAL","2014"
"899","14","SAO","3 x 1","VIT","2014"
"900","14","CHA","0 x 1","FIG","2014"
"901","15","GOI","0 x 1","INT","2014"
"902","15","COR","1 x 1","BAH","2014"
"903","15","GRE","2 x 0","CRI","2014"
"904","15","VIT","0 x 0","CHA","2014"
"905","15","CRU","3 x 0","SAN","2014"
"906","15","COR","0 x 1","FLA","2014"
"907","15","PAL","1 x 2","SAO","2014"
"908","15","SPO","1 x 1","ATL","2014"
"909","15","FIG","2 x 2","ATL","2014"
"910","15","BOT","2 x 0","FLU","2014"
"911","16","SPO","2 x 1","PAL","2014"
"912","16","FIG","1 x 0","BOT","2014"
"913","16","SAN","2 x 0","ATL","2014"
"914","16","BAH","0 x 0","CRI","2014"
"915","16","COR","2 x 0","VIT","2014"
"916","16","INT","0 x 1","SAO","2014"
"917","16","CHA","1 x 0","FLU","2014"
"918","16","FLA","2 x 1","ATL","2014"
"919","16","COR","5 x 2","GOI","2014"
"920","16","CRU","1 x 0","GRE","2014"
"921","17","BOT","1 x 0","CHA","2014"
"922","17","ATL","1 x 0","INT","2014"
"923","17","PAL","1 x 0","COR","2014"
"924","17","FLU","4 x 0","SPO","2014"
"925","17","SAO","2 x 1","SAN","2014"
"926","17","VIT","0 x 1","FIG","2014"
"927","17","GRE","2 x 1","COR","2014"
"928","17","CRI","0 x 2","FLA","2014"
"929","17","ATL","0 x 0","BAH","2014"
"930","17","GOI","0 x 1","CRU","2014"
"931","18","PAL","0 x 1","INT","2014"
"932","18","CRU","4 x 2","CHA","2014"
"933","18","FIG","1 x 1","SAO","2014"
"934","18","BOT","1 x 0","SAN","2014"
"935","18","COR","0 x 0","ATL","2014"
"936","18","COR","1 x 1","FLU","2014"
"937","18","SPO","2 x 0","CRI","2014"
"938","18","VIT","1 x 2","FLA","2014"
"939","18","GRE","1 x 0","BAH","2014"
"940","18","GOI","3 x 1","ATL","2014"
"941","19","FLA","0 x 1","GRE","2014"
"942","19","SAN","3 x 1","VIT","2014"
"943","19","CHA","0 x 0","GOI","2014"
"944","19","CRI","0 x 0","COR","2014"
"945","19","ATL","1 x 0","BOT","2014"
"946","19","SAO","2 x 0","SPO","2014"
"947","19","FLU","3 x 3","CRU","2014"
"948","19","ATL","1 x 1","PAL","2014"
"949","19","BAH","0 x 0","COR","2014"
"950","19","INT","2 x 3","FIG","2014"
"951","20","GRE","1 x 0","ATL","2014"
"952","20","PAL","1 x 0","CRI","2014"
"953","20","FIG","1 x 1","FLU","2014"
"954","20","SPO","3 x 1","SAN","2014"
"955","20","COR","3 x 0","CHA","2014"
"956","20","GOI","1 x 0","FLA","2014"
"957","20","BOT","2 x 4","SAO","2014"
"958","20","VIT","2 x 0","INT","2014"
"959","20","COR","1 x 0","ATL","2014"
"960","20","CRU","2 x 1","BAH","2014"
"961","21","FLU","3 x 0","PAL","2014"
"962","21","CHA","3 x 1","SPO","2014"
"963","21","SAN","2 x 1","COR","2014"
"964","21","FLA","1 x 0","COR","2014"
"965","21","INT","2 x 0","BOT","2014"
"966","21","SAO","2 x 0","CRU","2014"
"967","21","BAH","3 x 0","FIG","2014"
"968","21","CRI","1 x 0","GOI","2014"
"969","21","ATL","0 x 0","GRE","2014"
"970","21","ATL","2 x 0","VIT","2014"
"971","22","CRU","2 x 0","ATL","2014"
"972","22","VIT","3 x 1","FLU","2014"
"973","22","FIG","1 x 1","CRI","2014"
"974","22","SPO","0 x 0","INT","2014"
"975","22","BOT","2 x 3","BAH","2014"
"976","22","PAL","2 x 2","FLA","2014"
"977","22","COR","3 x 1","SAO","2014"
"978","22","GOI","2 x 3","ATL","2014"
"979","22","COR","1 x 1","CHA","2014"
"980","22","GRE","0 x 0","SAN","2014"
"981","23","ATL","0 x 1","INT","2014"
"982","23","CRI","1 x 1","BOT","2014"
"983","23","VIT","2 x 1","BAH","2014"
"984","23","CRU","2 x 3","ATL","2014"
"985","23","FLA","1 x 1","FLU","2014"
"986","23","COR","3 x 2","SAO","2014"
"987","23","SPO","1 x 0","COR","2014"
"988","23","SAN","3 x 1","FIG","2014"
"989","23","GRE","1 x 0","CHA","2014"
"990","23","GOI","6 x 0","PAL","2014"
"991","24","COR","1 x 2","CRU","2014"
"992","24","INT","3 x 0","CRI","2014"
"993","24","BAH","1 x 0","SPO","2014"
"994","24","CHA","3 x 0","ATL","2014"
"995","24","FLU","0 x 0","GRE","2014"
"996","24","SAO","2 x 2","FLA","2014"
"997","24","FIG","1 x 0","COR","2014"
"998","24","BOT","1 x 0","GOI","2014"
"999","24","PAL","2 x 0","VIT","2014"
"1000","24","ATL","3 x 2","SAN","2014"
"1001","25","CHA","1 x 1","CRI","2014"
"1002","25","SPO","0 x 0","CRU","2014"
"1003","25","SAO","1 x 3","FLU","2014"
"1004","25","ATL","1 x 0","COR","2014"
"1005","25","ATL","2 x 0","VIT","2014"
"1006","25","BAH","2 x 1","FLA","2014"
"1007","25","BOT","0 x 2","GRE","2014"
"1008","25","INT","4 x 2","COR","2014"
"1009","25","FIG","3 x 1","PAL","2014"
"1010","25","SAN","2 x 0","GOI","2014"
"1011","26","PAL","4 x 2","CHA","2014"
"1012","26","GRE","0 x 1","SAO","2014"
"1013","26","VIT","2 x 1","BOT","2014"
"1014","26","COR","1 x 0","ATL","2014"
"1015","26","FLU","1 x 1","BAH","2014"
"1016","26","FLA","0 x 1","SAN","2014"
"1017","26","CRU","2 x 1","INT","2014"
"1018","26","COR","3 x 0","SPO","2014"
"1019","26","CRI","3 x 1","ATL","2014"
"1020","26","GOI","1 x 0","FIG","2014"
"1021","27","BOT","0 x 1","PAL","2014"
"1022","27","SAO","1 x 0","ATL","2014"
"1023","27","COR","1 x 0","CRI","2014"
"1024","27","VIT","2 x 2","GOI","2014"
"1025","27","GRE","2 x 0","SPO","2014"
"1026","27","FIG","1 x 2","FLA","2014"
"1027","27","CRU","0 x 1","COR","2014"
"1028","27","SAN","1 x 0","BAH","2014"
"1029","27","FLU","0 x 0","ATL","2014"
"1030","27","CHA","5 x 0","INT","2014"
"1031","28","COR","1 x 1","BOT","2014"
"1032","28","GOI","3 x 0","COR","2014"
"1033","28","PAL","2 x 1","GRE","2014"
"1034","28","INT","2 x 1","FLU","2014"
"1035","28","BAH","0 x 1","CHA","2014"
"1036","28","ATL","1 x 0","SAO","2014"
"1037","28","FLA","3 x 0","CRU","2014"
"1038","28","ATL","3 x 0","FIG","2014"
"1039","28","SPO","1 x 2","VIT","2014"
"1040","28","CRI","3 x 0","SAN","2014"
"1041","29","GOI","0 x 0","GRE","2014"
"1042","29","FLU","4 x 2","CRI","2014"
"1043","29","SAO","2 x 1","BAH","2014"
"1044","29","ATL","1 x 0","CHA","2014"
"1045","29","INT","1 x 2","COR","2014"
"1046","29","FIG","4 x 0","COR","2014"
"1047","29","ATL","2 x 1","FLA","2014"
"1048","29","PAL","1 x 3","SAN","2014"
"1049","29","VIT","0 x 1","CRU","2014"
"1050","29","BOT","1 x 1","SPO","2014"
"1051","30","BAH","1 x 1","ATL","2014"
"1052","30","FLA","2 x 0","INT","2014"
"1053","30","COR","2 x 1","VIT","2014"
"1054","30","CRU","1 x 1","PAL","2014"
"1055","30","CRI","0 x 1","ATL","2014"
"1056","30","COR","2 x 0","BOT","2014"
"1057","30","GRE","1 x 0","FIG","2014"
"1058","30","SAN","0 x 1","FLU","2014"
"1059","30","CHA","0 x 0","SAO","2014"
"1060","30","SPO","0 x 1","GOI","2014"
"1061","31","PAL","1 x 1","COR","2014"
"1062","31","FIG","1 x 1","CRU","2014"
"1063","31","FLU","2 x 1","ATL","2014"
"1064","31","COR","1 x 1","GRE","2014"
"1065","31","ATL","3 x 2","SPO","2014"
"1066","31","VIT","3 x 1","CRI","2014"
"1067","31","CHA","1 x 1","SAN","2014"
"1068","31","INT","2 x 0","BAH","2014"
"1069","31","BOT","2 x 1","FLA","2014"
"1070","31","SAO","3 x 0","GOI","2014"
"1071","32","GRE","1 x 0","VIT","2014"
"1072","32","GOI","0 x 2","FLU","2014"
"1073","32","COR","2 x 2","COR","2014"
"1074","32","SPO","1 x 0","FIG","2014"
"1075","32","SAN","1 x 2","INT","2014"
"1076","32","CRU","2 x 1","BOT","2014"
"1077","32","CRI","1 x 2","SAO","2014"
"1078","32","FLA","3 x 0","CHA","2014"
"1079","32","ATL","1 x 0","ATL","2014"
"1080","32","BAH","0 x 1","PAL","2014"
"1081","33","PAL","0 x 2","ATL","2014"
"1082","33","COR","1 x 0","FLU","2014"
"1083","33","BOT","0 x 2","ATL","2014"
"1084","33","FIG","1 x 0","CHA","2014"
"1085","33","GRE","4 x 1","INT","2014"
"1086","33","VIT","1 x 2","SAO","2014"
"1087","33","SPO","2 x 2","FLA","2014"
"1088","33","CRU","3 x 1","CRI","2014"
"1089","33","COR","1 x 0","SAN","2014"
"1090","33","GOI","3 x 0","BAH","2014"
"1091","34","FLU","1 x 0","BOT","2014"
"1092","34","CRI","0 x 3","GRE","2014"
"1093","34","BAH","1 x 2","COR","2014"
"1094","34","INT","1 x 0","GOI","2014"
"1095","34","SAN","0 x 1","CRU","2014"
"1096","34","FLA","3 x 2","COR","2014"
"1097","34","ATL","0 x 1","SPO","2014"
"1098","34","ATL","1 x 1","FIG","2014"
"1099","34","SAO","2 x 0","PAL","2014"
"1100","34","CHA","0 x 1","VIT","2014"
"1101","35","SAO","1 x 1","INT","2014"
"1102","35","ATL","1 x 1","SAN","2014"
"1103","35","BOT","0 x 1","FIG","2014"
"1104","35","CRI","0 x 1","BAH","2014"
"1105","35","VIT","1 x 1","COR","2014"
"1106","35","GOI","0 x 1","COR","2014"
"1107","35","PAL","0 x 2","SPO","2014"
"1108","35","ATL","4 x 0","FLA","2014"
"1109","35","FLU","1 x 4","CHA","2014"
"1110","35","GRE","1 x 2","CRU","2014"
"1111","36","INT","2 x 1","ATL","2014"
"1112","36","BAH","1 x 2","ATL","2014"
"1113","36","CRU","2 x 1","GOI","2014"
"1114","36","FIG","2 x 0","VIT","2014"
"1115","36","SAN","0 x 1","SAO","2014"
"1116","36","SPO","2 x 2","FLU","2014"
"1117","36","FLA","1 x 1","CRI","2014"
"1118","36","COR","2 x 0","PAL","2014"
"1119","36","COR","1 x 0","GRE","2014"
"1120","36","CHA","2 x 0","BOT","2014"
"1121","37","CRI","2 x 2","SPO","2014"
"1122","37","INT","3 x 1","PAL","2014"
"1123","37","FLA","4 x 0","VIT","2014"
"1124","37","SAO","1 x 1","FIG","2014"
"1125","37","FLU","5 x 2","COR","2014"
"1126","37","CHA","1 x 1","CRU","2014"
"1127","37","SAN","2 x 0","BOT","2014"
"1128","37","ATL","1 x 0","GOI","2014"
"1129","37","ATL","1 x 2","COR","2014"
"1130","37","BAH","1 x 0","GRE","2014"
"1131","38","FIG","1 x 2","INT","2014"
"1132","38","COR","2 x 1","CRI","2014"
"1133","38","VIT","0 x 1","SAN","2014"
"1134","38","GRE","1 x 1","FLA","2014"
"1135","38","SPO","1 x 0","SAO","2014"
"1136","38","CRU","2 x 1","FLU","2014"
"1137","38","COR","3 x 2","BAH","2014"
"1138","38","PAL","1 x 1","ATL","2014"
"1139","38","BOT","0 x 0","ATL","2014"
"1140","38","GOI","4 x 2","CHA","2014"
"1141","1","PAL","2 x 2","ATL","2015"
"1142","1","CHA","2 x 1","COR","2015"
"1143","1","FLU","1 x 0","JOI","2015"
"1144","1","GRE","3 x 3","PON","2015"
"1145","1","SAO","2 x 1","FLA","2015"
"1146","1","CRU","0 x 1","COR","2015"
"1147","1","ATL","3 x 0","INT","2015"
"1148","1","SPO","4 x 1","FIG","2015"
"1149","1","VAS","0 x 0","GOI","2015"
"1150","1","AVA","1 x 1","SAN","2015"
"1151","2","COR","2 x 0","GRE","2015"
"1152","2","GOI","2 x 0","ATL","2015"
"1153","2","COR","1 x 0","CHA","2015"
"1154","2","FIG","0 x 0","VAS","2015"
"1155","2","FLA","2 x 2","SPO","2015"
"1156","2","SAN","1 x 0","CRU","2015"
"1157","2","ATL","4 x 1","FLU","2015"
"1158","2","JOI","0 x 0","PAL","2015"
"1159","2","PON","1 x 0","SAO","2015"
"1160","2","INT","1 x 0","AVA","2015"
"1161","3","SAO","3 x 0","JOI","2015"
"1162","3","VAS","1 x 1","INT","2015"
"1163","3","GRE","1 x 0","FIG","2015"
"1164","3","PAL","0 x 1","GOI","2015"
"1165","3","CHA","1 x 0","SAN","2015"
"1166","3","FLU","0 x 0","COR","2015"
"1167","3","ATL","1 x 0","ATL","2015"
"1168","3","AVA","2 x 1","FLA","2015"
"1169","3","CRU","1 x 1","PON","2015"
"1170","3","SPO","1 x 0","COR","2015"
"1171","4","PON","3 x 1","CHA","2015"
"1172","4","COR","1 x 2","AVA","2015"
"1173","4","JOI","1 x 2","ATL","2015"
"1174","4","SAN","2 x 2","SPO","2015"
"1175","4","GOI","1 x 1","GRE","2015"
"1176","4","ATL","3 x 0","VAS","2015"
"1177","4","INT","0 x 0","SAO","2015"
"1178","4","COR","0 x 2","PAL","2015"
"1179","4","FLA","2 x 3","FLU","2015"
"1180","4","FIG","2 x 1","CRU","2015"
"1181","5","VAS","0 x 3","PON","2015"
"1182","5","ATL","1 x 0","FIG","2015"
"1183","5","CHA","2 x 0","JOI","2015"
"1184","5","SAO","3 x 2","SAN","2015"
"1185","5","GRE","3 x 1","COR","2015"
"1186","5","CRU","1 x 0","FLA","2015"
"1187","5","AVA","1 x 4","ATL","2015"
"1188","5","FLU","2 x 0","COR","2015"
"1189","5","SPO","1 x 0","GOI","2015"
"1190","5","PAL","1 x 1","INT","2015"
"1191","6","SAN","2 x 2","PON","2015"
"1192","6","FLA","1 x 0","CHA","2015"
"1193","6","ATL","1 x 3","CRU","2015"
"1194","6","SAO","2 x 0","GRE","2015"
"1195","6","ATL","2 x 0","VAS","2015"
"1196","6","JOI","0 x 1","COR","2015"
"1197","6","INT","2 x 0","COR","2015"
"1198","6","FLU","0 x 0","SPO","2015"
"1199","6","FIG","2 x 1","PAL","2015"
"1200","6","GOI","0 x 1","AVA","2015"
"1201","7","ATL","2 x 2","SAN","2015"
"1202","7","COR","0 x 1","FLA","2015"
"1203","7","CHA","0 x 1","SAO","2015"
"1204","7","COR","2 x 1","INT","2015"
"1205","7","VAS","1 x 3","CRU","2015"
"1206","7","SPO","2 x 1","JOI","2015"
"1207","7","PON","0 x 0","GOI","2015"
"1208","7","PAL","2 x 1","FLU","2015"
"1209","7","GRE","2 x 1","ATL","2015"
"1210","7","AVA","1 x 1","FIG","2015"
"1211","8","FIG","0 x 0","INT","2015"
"1212","8","SPO","2 x 1","VAS","2015"
"1213","8","SAN","1 x 0","COR","2015"
"1214","8","FLA","0 x 2","ATL","2015"
"1215","8","GRE","1 x 0","PAL","2015"
"1216","8","CRU","0 x 1","CHA","2015"
"1217","8","SAO","1 x 1","AVA","2015"
"1218","8","ATL","2 x 2","COR","2015"
"1219","8","JOI","2 x 1","GOI","2015"
"1220","8","FLU","2 x 0","PON","2015"
"1221","9","AVA","1 x 2","GRE","2015"
"1222","9","CHA","1 x 1","SPO","2015"
"1223","9","COR","2 x 1","FIG","2015"
"1224","9","ATL","1 x 0","JOI","2015"
"1225","9","GOI","1 x 2","FLU","2015"
"1226","9","PON","2 x 1","ATL","2015"
"1227","9","COR","1 x 0","CRU","2015"
"1228","9","PAL","4 x 0","SAO","2015"
